"Date","Close"
20170131,113.778
20170201,112.783
20170202,113.245
20170203,112.789
20170204,112.551
20170207,111.726
20170208,112.378
20170209,111.935
20170210,113.226
20170211,113.164
20170214,113.743
20170215,114.249
20170216,114.167
20170217,113.226
20170218,112.789
20170221,113.091
20170222,113.673
20170223,113.310
20170224,112.620
20170225,112.098
20170228,112.701
20170301,112.752
20170302,113.723
20170303,114.409
20170304,113.994
20170307,113.878
20170308,113.976
20170309,114.382
20170310,114.932
20170311,114.738
20170314,114.871
20170315,114.742
20170316,113.360
20170317,113.286
20170318,112.616
20170321,112.561
20170322,111.707
20170323,111.158
20170324,110.910
20170325,111.306
20170328,110.663
20170329,111.125
20170330,111.042
20170331,111.927
20170401,111.394
20170404,110.904
20170405,110.734
20170406,110.690
20170407,110.801
20170408,111.040
20170411,110.919
20170412,109.601
20170413,108.978
20170414,109.091
20170415,108.606
20170418,108.904
20170419,108.430
20170420,108.846
20170421,109.310
20170422,109.030
20170425,109.757
20170426,111.080
20170427,111.050
20170428,111.253
20170429,111.489
20170502,111.824
20170503,111.989
20170504,112.759
20170505,112.459
20170506,112.667
20170509,113.247
20170510,113.986
20170511,114.283
20170512,113.858
20170513,113.323
20170516,113.787
20170517,113.108
20170518,110.805
20170519,111.472
20170520,111.248
20170523,111.292
20170524,111.774
20170525,111.476
20170526,111.822
20170527,111.309
20170530,111.264
20170531,110.836
20170601,110.757
20170602,111.362
20170603,110.421
20170606,110.470
20170607,109.400
20170608,109.816
20170609,110.023
20170610,110.318
20170613,109.928
20170614,110.062
20170615,109.562
20170616,110.935
20170617,110.852
20170620,111.523
20170621,111.442
20170622,111.357
20170623,111.310
20170624,111.255
20170627,111.857
20170628,112.341
20170629,112.322
20170630,112.157
20170701,112.360
20170704,113.375
20170705,113.273
20170706,113.252
20170707,113.201
20170708,113.897
20170711,114.030
20170712,113.939
20170713,113.163
20170714,113.283
20170715,112.513
20170718,112.620
20170719,112.046
20170720,111.928
20170721,111.889
20170722,111.117
20170725,111.095
20170726,111.875
20170727,111.167
20170728,111.260
20170729,110.659
20170801,110.250
20170802,110.376
20170803,110.736
20170804,110.041
20170805,110.664
20170808,110.724
20170809,110.329
20170810,110.053
20170811,109.207
20170812,109.153
20170815,109.644
20170816,110.668
20170817,110.183
20170818,109.557
20170819,109.192
20170822,108.957
20170823,109.548
20170824,109.026
20170825,109.536
20170826,109.323
20170829,109.246
20170830,109.744
20170831,110.225
20170901,109.960
20170902,110.236
20170905,109.686
20170906,108.802
20170907,109.231
20170908,108.457
20170909,107.837
20170912,109.367
20170913,110.159
20170914,110.481
20170915,110.227
20170916,110.823
20170919,111.560
20170920,111.589
20170921,112.169
20170922,112.479
20170923,111.980
20170926,111.712
20170927,112.225
20170928,112.797
20170929,112.332
20170930,112.456
20171003,112.751
20171004,112.831
20171005,112.753
20171006,112.813
20171007,112.624
20171010,112.675
20171011,112.445
20171012,112.489
20171013,112.290
20171014,111.828
20171017,112.180
20171018,112.187
20171019,112.924
20171020,112.537
20171021,113.495
20171024,113.428
20171025,113.903
20171026,113.728
20171027,113.981
20171028,113.668
20171031,113.170
20171101,113.631
20171102,114.173
20171103,114.078
20171104,114.032
20171107,113.699
20171108,113.976
20171109,113.866
20171110,113.461
20171111,113.513
20171114,113.619
20171115,113.443
20171116,112.868
20171117,113.051
20171118,112.058
20171121,112.608
20171122,112.434
20171123,111.216
20171124,111.206
20171125,111.486
20171128,111.089
20171129,111.470
20171130,111.931
20171201,112.526
20171202,112.162
20171205,112.395
20171206,112.580
20171207,112.281
20171208,113.076
20171209,113.459
20171212,113.546
20171213,113.543
20171214,112.529
20171215,112.397
20171216,112.585
20171219,112.534
20171220,112.879
20171221,113.379
20171222,113.316
20171223,113.252
20171227,113.228
20171228,113.324
20171229,112.858
20171230,112.646
20180103,112.281
20180104,112.503
20180105,112.743
20180106,113.039
20180109,113.084
20180110,112.641
20180111,111.424
20180112,111.260
20180113,110.997
20180116,110.526
20180117,110.464
20180118,111.297
20180119,111.097
20180120,110.801
20180123,110.931
20180124,110.281
20180125,109.211
20180126,109.397
20180127,108.614
20180130,108.946
20180131,108.773
20180201,109.175
20180202,109.395
20180203,110.137
20180206,109.133
20180207,109.553
20180208,109.326
20180209,108.746
20180210,108.757
20180213,108.651
20180214,107.809
20180215,107.006
20180216,106.141
20180217,106.287
20180220,106.582
20180221,107.318
20180222,107.766
20180223,106.752
20180224,106.847
20180227,106.943
20180228,107.316
20180301,106.674
20180302,106.231
20180303,105.711
20180306,106.191
20180307,106.111
20180308,106.055
20180309,106.193
20180310,106.803
20180313,106.407
20180314,106.570
20180315,106.320
20180316,106.334
20180317,105.952
20180320,106.086
20180321,106.530
20180322,106.037
20180323,105.274
20180324,104.717
20180327,105.389
20180328,105.319
20180329,106.842
20180330,106.418
20180331,106.260
20180403,105.892
20180404,106.598
20180405,106.769
20180406,107.376
20180407,106.913
20180410,106.738
20180411,107.194
20180412,106.783
20180413,107.338
20180414,107.333
20180417,107.103
20180418,107.000
20180419,107.218
20180420,107.361
20180421,107.623
20180424,108.694
20180425,108.805
20180426,109.419
20180427,109.295
20180428,109.045
20180501,109.318
20180502,109.856
20180503,109.836
20180504,109.187
20180505,109.035
20180508,109.082
20180509,109.126
20180510,109.732
20180511,109.384
20180512,109.352
20180515,109.646
20180516,110.352
20180517,110.406
20180518,110.774
20180519,110.759
20180522,111.045
20180523,110.899
20180524,110.083
20180525,109.251
20180526,109.385
20180529,109.418
20180530,108.771
20180531,108.902
20180601,108.808
20180602,109.519
20180605,109.818
20180606,109.800
20180607,110.187
20180608,109.703
20180609,109.539
20180612,110.033
20180613,110.374
20180614,110.342
20180615,110.626
20180616,110.662
20180619,110.551
20180620,110.062
20180621,110.355
20180622,109.969
20180623,109.986
20180626,109.764
20180627,110.021
20180628,110.272
20180629,110.497
20180630,110.687
20180703,110.888
20180704,110.578
20180705,110.506
20180706,110.662
20180707,110.481
20180710,110.843
20180711,111.050
20180712,111.998
20180713,112.527
20180714,112.349
20180717,112.276
20180718,112.881
20180719,112.845
20180720,112.469
20180721,111.462
20180724,111.357
20180725,111.200
20180726,110.966
20180727,111.227
20180728,111.016
20180731,111.067
20180801,111.871
20180802,111.710
20180803,111.646
20180804,111.273
20180807,111.410
20180808,111.376
20180809,110.952
20180810,111.084
20180811,110.933
20180814,110.730
20180815,111.150
20180816,110.743
20180817,110.898
20180818,110.506
20180821,110.072
20180822,110.271
20180823,110.557
20180824,111.300
20180825,111.268
20180828,111.074
20180829,111.197
20180830,111.679
20180831,111.024
20180901,111.109
20180904,111.096
20180905,111.481
20180906,111.529
20180907,110.730
20180908,111.083
20180911,111.119
20180912,111.598
20180913,111.250
20180914,111.927
20180915,112.072
20180918,111.861
20180919,112.357
20180920,112.301
20180921,112.498
20180922,112.548
20180925,112.814
20180926,112.972
20180927,112.743
20180928,113.406
20180929,113.685
20181002,113.981
20181003,113.683
20181004,114.543
20181005,113.944
20181006,113.725
20181009,113.237
20181010,112.959
20181011,112.258
20181012,112.165
20181013,112.231
20181016,111.773
20181017,112.244
20181018,112.665
20181019,112.192
20181020,112.534
20181023,112.822
20181024,112.500
20181025,112.251
20181026,112.396
20181027,111.895
20181030,112.381
20181031,113.082
20181101,112.985
20181102,112.700
20181103,113.200
20181106,113.196
20181107,113.452
20181108,113.565
20181109,114.047
20181110,113.811
20181113,113.836
20181114,113.806
20181115,113.634
20181116,113.626
20181117,112.813
20181120,112.553
20181121,112.744
20181122,113.050
20181123,112.948
20181124,112.971
20181127,113.603
20181128,113.774
20181129,113.685
20181130,113.476
20181201,113.477
20181204,113.638
20181205,112.783
20181206,113.187
20181207,112.675
20181208,112.707
20181211,113.317
20181212,113.385
20181213,113.272
20181214,113.612
20181215,113.394
20181218,112.831
20181219,112.525
20181220,112.483
20181221,111.289
20181222,111.206
20181225,110.452
20181227,111.363
20181228,110.992
20181229,110.294
20190101,109.603
20190103,108.881
20190104,107.639
20190105,108.520
20190108,108.712
20190109,108.740
20190110,108.130
20190111,108.427
20190112,108.562
20190115,108.164
20190116,108.700
20190117,109.097
20190118,109.244
20190119,109.774
20190122,109.664
20190123,109.365
20190124,109.635
20190125,109.638
20190126,109.545
20190129,109.335
20190130,109.377
20190131,109.524

